"country","lat","lon"
"India","25.3941093","82.5701465"
"India","27.6418","74.3949"
"Pakistan","30.3422503","73.3891875"
"India","29.8789408","77.0520633"
"India","27.7034536","78.0829402"
"India","29.4483494","77.3087719"
"India","26.9198813","71.9197573"
"India","24.7572139","79.5597562"
"India","24.7972148","76.9647431"
"India","30.134004","75.8062777"
"India","27.0981821","70.787366"
"India","25.8135036","72.5791014"
"India","28","75.5"
"China","39.64982","106.84704"
"India","28.79966","77.0328847"
"India","24.747541050000002","80.29676581623929"
"India","30.4845253","76.6898462"
"Russian Federation","55.149694","124.7375884"
"India","28.0438456","76.1062015"
"India","31.1613295","75.8140754"
"India","28.3931285","78.623232"
"India","28.6236561","78.8030347"
"India","28.4520179","77.6989831"
"Mexico","19.3243081","-98.4981701"
